,AZ_F1_11_a,AZ_F1_201_c,AZ_F1_202_b,AZ_F1_202_c,AZ_F1_202_d,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_203_g,AZ_F1_203_h,AZ_F1_206_a,AZ_F1_207_c,AZ_F1_3_b,AZ_F1_3_f,AZ_F1_3_g,AZ_F1_7_b,AZ_F1_7_c,AZ_F1_7_d
LOC102904264,54.75,42.13,69.03,82.15,72.53,67.27,52.6,45.45,81.15,70.48,41.47,44.58,66.28,76.03,49.98,58.85,57.72,56.58
Kif20b,3,3,3,1.33,0,2,1,1.67,1,0,2,1,0,2,0,0,2.33,3
LOC102928531,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
Pank1,19,18,22,8,15,6,12,17,9,35,10,9,21,8,16,21,11,20
Slc16a12,0,1,0,1,1,1,0,0,0,0,0,2,2,1,0,0,1,1
LOC102918083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
LOC102916848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102910684,5,7,4,4,5,3,6,3,5,6,5,5,5,4,3,8,4,5
LOC102911002,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0
Ifit3,7,3,1,4,6,1,2,4,5,3,3,5,1,3,1,6,6,3
Ifit2,17,19,12,12,15,17,10,22,18.2,19,24,16,16,9,16,26,13,33
Lipa,6,8,14,28,12,6,5,10,17,17,8,10,7,10,17,6,10,13
Ch25h,1,1,0,1,4,3,1,1,1,3,1,3,1,1,3,0,4,1
LOC102916712,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fas,3,9,9,10,5,6,5,5,7,9,6,7.2,5,5,4,5,7,7.2
Acta2,54,24,14,53,102,80,20,33,62,30,34,26,60,70,61,78,76,33
Stambpl1,0,2,1,2,1,0,1,0,2,0,1,1,0,0,0,1,0,1
Ankrd22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Lipm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipn,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Lipk,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lipf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102927709,4.5,3.5,5,5,3.5,4.5,4.5,4.83,4,4,4.5,3.5,3,5,4,6.5,3.5,6.5
LOC102920850,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
LOC102921462,0,1,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,3
LOC102921770,0,0,0,1,0,2,1,1,0,2,3,0,0,0,1,1,0,1
Rnls,12,16,6,12,12,15,15,12,11,11,10,3,13,10,6,13,6,15
LOC121825913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121825902,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LOC102923168,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
Pten,47,67,66,52,66,73,55,67,53,76,64,48,49,46,47,74,36,92
Atad1,132,103,115,117,146,153,138,120,132,130,117,107,93,114,84,143,112,129
Papss2,3,2,1,4,4,4,0,1,4,3,3,2,1,3,2,1,3,1
Sgms1,120,101,115,123,119,134,124,120,102,147,110,107,152,101,76,107,105,115
Asah2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
A1cf,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkg1,58,44,22,26,58,20,20,42,21,100,36,49,34,37,42,48,36,50
LOC121826919,0,2,2,0,0,0,2,2,0,6,1,4,0,0,0,0,0,2
Cstf2t,53,35,55,61,61,60,30,53,67,53,43,36,38,47,47,59,44,53
Dkk1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823386,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mbl2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102907457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gldc,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Uhrf2,17,23,27,16,18,22,16,29,28,30,27,25,14,15,15,22,13,32
LOC102917619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tpd52l3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Il33,33,49,67,71,55,80,67,83,79,70,78,52,45,66,70,70,57,66
LOC121823377,1,1,1,0,0,0,3,1,0,0,0,1,0,0,0,0,1,0
Kiaa2026,23,32,39.5,34,26.5,38,33,50,40,44.5,38.5,42,25,34,29,48,29,28
Mlana,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ermp1,5,6,9,8,7,9,4,5,9,9,8,5,5,6,6,8,7,9
LOC121823363,0,1,1,0,1,0,1,0,0,1,5,3,0,0,0,0,0,1
Ric1,38,53,51.5,57.5,74,79,62,71.5,62.5,48,58,66,60.5,46,41,44,46,59
LOC121823359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Pdcd1lg2,0.5,0,0,1,0,0.5,5,0,0.5,0,3,2,0.5,0,0,1.5,0.5,2
Cd274,20,33.33,40,29,46,35,39,59,45,33,43.5,20.33,33,31,39,37,38,35
LOC121823351,0,0,1,0,1,0,0,0,2,1,0,0,0,1,0,0,1,0
Plgrkt,52,67,86,69,79,85,57,51,88,80,66,55,55,101,66,76,51,62
LOC102920760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Insl6,1,0,0,2,0,1,3,0,0,1,0,1,0,0,0,1,1,0
Jak2,40,44,39,66,42,49,28,46,71,77,48,47,40,30,39,53,59,40
LOC121823294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rcl1,5,8,4,9,4,8,6,11,14,15,12,11,12,11,6,8,3,5
LOC121826888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ak3,196,213,215,227,313,228,155,247,248,253,224,159,202,199,171,239,222,226
LOC121823277,0,2,2,0,1,0,2,2,2,0,7,0,0,0,1,0,0,1
Cdc37l1,66,71,68,83,97,110,74,99,112,79,75,65,118,76,58,91,67,91
LOC121823274,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
Spata6l,0,0,0.5,0,1,0,0,0.5,1,0,0.5,0,1,0,0,1,0.5,0
Plpp6,3,9,11,1,6,5,6,5,5,4,6,5.2,5,4,3,6,2,6
Slc1a1,3,0,2,0,4,2,2,5,3,5,2,2,4,1,3,3,2,6
Glis3,1,1,1,3,1,2,1,2,2,2,1,2,3,1,0,1,0,0
LOC121823229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfx3,2,5,8,1,2,1,6,7,2,4,8,3,3,4,0,6,5,4
LOC121823216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pum3,14,9,9,16,22,12,16,26,13,14,26,8,15,13,15,10,13,16
Kcnv2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vldlr,83,70,106,96,71,56,36,56,46,85,66,73,23,43,84,86,72,53
LOC121823204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
LOC121823184,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Smarca2,99,80,82,100,108,78,47,86,84,108,101,63,55,80,119,105,82,102
LOC121823193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrt2,60,43,48,48,49,44,33,58,40,60,58,42,36,31,37,38,26,53
Dmrt3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dmrt1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kank1,21,9,13,9,20,16,20,14,18,16,20,24,12,15,11,17,20,20
LOC121823150,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
LOC121823146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121823154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dock8,1,0,2,0,0,0,0,0,0,1,1,3,1,1,1,0,0,1
LOC121823129,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
Cbwd1,9,16,23,27,14,21,26,17,37,30,26,18,12,19,15,19,22,27
LOC121823128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Foxd4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pgm5,25,25,16,18,53,16,10,24,11,49,20,22,22,30,30,17,35,28
LOC121826878,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Tmem252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pip5k1b,1,1,0,0,1,0,2,1,0,0,1,0,2,2,1,0,0,1
Pabir1,1,0.5,0.5,1,0,0.5,0,0,0,0,1,0.5,0,0,0,0,0,1.5
Fxn,85,65,63,79,82,70,51,71,51,63,55,36,61,99,56,57,86,82
Trnad-guc-16,0,0.2,0.2,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0.4
Tjp2,6,5.58,8,4.5,8,7,8,6.5,8.5,7.33,12.83,8.83,6,10.5,2,4.5,10,5.5
Fam189a2,28,51,34,45,57,51,39,53,56,41,54,40,29,36,37,47,41,47
Apba1,3,2,5.25,4,0.25,2,2,1,5,3,0,0,1,3,0,1,5,2.25
Ptar1,53,80,77,35,69,63.5,52,81,53,66,68,47,45,51,31,65,37,77
C1H9orf135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mamdc2,10,11,7,13,20,4,8,9,7,32,9,5,10,9,15,7,14,9
Smc5,25,42,29,34,37,35,28,50,34,45,48,32,31,29,36,46,26,41
LOC121823045,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Klf9,249,180,213,245,196,240,175.33,247.5,197,275,218,246.33,223,126,209,304,203,214
LOC102914763,0,0,0,0,3,0,2,0,0,0,1,0,1,2,0,0,0,0
Trpm3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
LOC121823004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cemip2,14,16,8,9,37,12,8,13,15,17,17,12,12,15,21,15,17,19
LOC121822868,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Abhd17b,44,33,38,53,61,55,35,60,42,37,45,50,34,32,23,45,27,32
C1H9orf85,0,0,0,1,0,2,3,3,1,1,0,1,1,3,0,2,0,1
C1H9orf57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gda,2,4,1,3,1,0,2,2,2,2,1,4,3,1,2,1,0,6
LOC121829083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102921488,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
Zfand5,551.5,553,525,645,603,612,581.5,642.5,673,592,560.5,505,938.5,454,504,663.5,582,458
LOC121822833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107402274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826877,0,2,0,2,1,0,0,0,0,0,1,0,0,0,1,1,2,1
Tmc1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922596,10,16.5,13.5,26.5,30,18,20,14,28.5,26.5,17,18,16,21,15,17.5,27.5,18.5
LOC121826937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922906,203,176,204,205,225,218,163,183,242,215.5,180.5,161,166.5,189.5,171.5,242,186.5,195
LOC121827002,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
LOC121826876,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anxa1,24,32,42,93,32,52,29,23,64,60,44,43,33,61,53,28,47,36
LOC102910722,0,1.5,2.5,6,3,0.5,1,2.5,7,0,0,2,2,0.5,4,0,0,1
LOC121826875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rorb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trpm6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nmrk1,1,0,2,2,4,2,1,1,3,0,4,2,4,3,2,3,1,1
Ostf1,13,16.5,10,17.5,22.5,14.5,11,8.5,19.75,14.5,14.5,14,8.5,10.5,14.5,11.5,12.5,13
LOC121826872,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rplp0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pcsk5,3,1,6,10,3,4,7,9,5,7,6,4,1,3,4,4,2,1
LOC121822764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rfk,26,19.2,40,45,38,41,25,27,43,28,19.2,28,28,34,27,40,29,39
Gcnt1,0,1,0,0,1,2,0,1,1,1,1,0,1,1,1,1,0,1
Prune2,11.5,18,7.5,12.5,16.5,2.5,15,13.5,10.5,50.5,11,12,7,15,16,9,15.5,28
LOC121822750,0,2,2,0,0,0,0.5,3,0,4,1.5,1.5,0.5,0,0,0.5,1,2.5
Foxb2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps13a,42,53,68,42,55,66,70,61,64,90,81,54,47,44,46,66,45,82
LOC102907928,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
LOC121822733,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Gna14,0,2,2,0,0,0,4,0,0,2,1,1,0,0,0,0,0,3
LOC102910077,2,0,0,1,1,0,1,1,0,0,1,2,0,1,0,1,0,0
Cep78,1,5,9,7,5,4,7,8,7,7,8,10,7,2,5,5,3,7
Psat1,1,1,0,6,4,1,3,0,0,1,0,2,0,3,1,0,3,4
LOC121826871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826870,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tle4,53,32,40,36,58,47,31,39,58,40,36,37,14,35,17,40,51,41
LOC121826868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121825577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33
LOC102922224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102922844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102923784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102903479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102903776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102904090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102904407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102905023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102905967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102906271,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102926890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121831611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102928104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102927192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102927490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102907513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102928089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102928379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102916896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102928608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102915011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102916266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102914087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121827024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lpxn,0,0,2,0,1,4,1,0,0,1,0,1,0,2,0,0,0,0
LOC121827013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zfp91,299,319.5,270,334.5,358,389,273.5,386,375,329.5,365,309.5,275,288,262,312.5,251,334
Cntf,4,7,5,2,6,6.2,5,9,4,5,10,9,4,2,6,4,3,5
LOC102924734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102923488,0,1,1,6,1,2,1,2,1,0,3,0,4,1,4,4,3,0
LOC102923175,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
LOC107400015,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0
LOC102922666,2,4,4,7,3,3,5,1,1,9.5,4.5,13,5,3,4,4,0,9
LOC102922038,0,0,7,3,2,2,2,2,3,2,1,3,2,3,1,2,2,4
LOC102922348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2
LOC102927805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dtx4,6,14.5,19,22,19,23,17.5,10,13.5,16.5,14.5,19.5,12,11,12.5,17,7,13.5
Mpeg1,13,23,37,47,23,28,20,9,23,28,14,17.5,23,13,27,19,19,26
LOC102927204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102920301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102919670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102918151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC107400013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102917844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102917532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnav-uac,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnav-uac-2,0,0,0,0,0.33,0,0,0,0,0,0.5,0,0,0,0,0,0,0
Trnar-ucu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnal-uaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnaf-gaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnak-uuu-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Trnaf-gaa-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102917229,101,90,100,133,116,134,89,112,123,79,93,98.5,77,91,101,158,119,116
Patl1,25,25,19,21,30,25,19,32,23,34,23,28,15,17,26,29,13,35.5
LOC102916392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102925044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102916068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stx3,4,1,7,3,3,5.5,3.5,5,1,4.5,4.5,8.5,4.5,2,3.5,2,7,6.5
Mrpl16,92,84,87,96,112,91,60,73,98,93,69,81,75,88,68,90,91,99
Cblif,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121824869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121822659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102911582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oosp4b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Oosp2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Ms4a3,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
Ms4a2,1,1,2,4,3,1,0.33,0,3,2,1,6,1,1,2,0,2,0
Ms4a6a,0,1,0,2,0,0,0.33,0,0,0.5,0.5,0,0.5,1,2,0,0,0
Ms4a7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
LOC102903767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102916053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121820808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC102916376,0.5,0,0,1.5,2,0,0,1,0,0,1,2.5,0,0,1,1,2,0
Ms4a8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Ms4a18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
LOC121822442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
Ms4a15,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2
LOC121822434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ms4a10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc86,13,13,15.5,7,10,22,12.5,9.5,17,14,7,10,10,13,7,12,11,10
Ptgdr2,0.2,0,0.2,0,0,0.2,0,0,0,0.2,0.4,2.6,0,0.4,0.2,0,1,2.2
Zp1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Prpf19,48,53,61,66,91,107,63,99,69,56,91,69,62,65,70,81,56,87
Tmem109,196,198,195,286,294,302,199,256,261,181,243,207,170,216,226,257,208,228
Tmem132a,4,4,3,9,6,4,1,10,0,4,1,3,3,3,2,1,3,1
Slc15a3,0,1,2,1,2,0,0,1,4,0,2,2,0,4,3,1,1,0
Cd6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Cd5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vps37c,19,17,12,29,23,27,18,29,25,21,19,18,27,19,17,16,18,29
LOC102921910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Vwce,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ddb1,102,112,102,112,184,137,103,164,140,140,145,125,99,123,128,160,122,127
Tmem138,0,0,0.5,0,1,1,0,0,0,0.5,0,0,0,0,0.5,1,0.5,0.5
LOC121822413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0
Tmem216,2,5,2,1,0,1,4,6,2,3,4,3,2,6,3,2,3,4
Cpsf7,22,24,38,22,26,30,31,38,26,41,25,27,19,23,16,26,16,32
Sdhaf2,75,48,57.2,50,60,93,48,79,59.2,75,60,49,53,56,48,72,43,61
Ppp1r32,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC121826865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Lrrc10b,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Syt7,4,7,7,3,7,2,4,11,5,5,7,3,1,5,4,5,3,16
LOC121822382,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
