,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,ME_F1_106_c,ME_F1_108_d,ME_F1_203_a,ME_F1_204_a,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48
Actr8,4.539751014,4.856047509,4.526974853,4.513727194,5.196869963,4.72241615,4.56290408,4.545673745,4.938601647,4.532658976,4.4673277,3.810984734,4.944351827,4.274576358,4.740088558,5.100643839,4.097374823,4.781261694,4.800468942,4.88681567,4.178565768,4.225980678
Acvr1b,5.070194693,5.279887525,5.301144654,5.471375667,4.815367332,4.422124133,4.699025137,3.994421857,4.433558258,4.532658976,5.245389091,4.741725074,4.824609178,4.455076358,4.395420563,4.546747954,5.25742611,5.122040199,5.274281034,5.120074776,5.894719355,5.422950345
Acvr2a,5.146470047,5.701491844,5.301144654,5.097516697,6.359895807,5.591744938,6.296363,6.493583243,6.004060231,5.449669337,5.913049005,5.596278199,5.054913104,4.952417966,5.668493743,4.955602482,5.529077394,5.346460756,5.274281034,5.203751949,5.389089122,5.177215762
Acvr2b,4.933359729,4.410673645,4.762764897,5.386596534,4.186875727,4.970844111,5.142791048,4.349679511,5.496945018,4.797931756,5.561773476,4.992885909,4.824609178,4.891034111,4.953445939,4.612739942,4.790986096,4.9952172,5.274281034,5.24383822,5.492180325,5.329617021
Acy1,3.882409289,3.198661826,3.601561341,3.805470524,3.647418746,4.422124133,3.263597469,3.697269657,3.424878207,3.576782079,4.126809047,4.257242644,3.631909146,3.53802009,3.276012259,4.477592046,4.204615229,4.702259267,4.976269969,4.608429072,4.475533212,4.668578083
Acyp1,5.840646706,5.434520934,5.904355553,4.927885035,7.336988034,6.391342717,7.61984054,7.179845463,6.499014033,7.977763283,7.486353807,6.325112205,6.129819454,4.615483991,6.877648848,5.633061105,4.720455994,4.9952172,5.205348672,5.162519943,4.931894548,5.329617021
Acyp2,7.587081885,7.406159105,7.49158369,7.758503978,8.318993452,6.938247771,7.955064446,8.189081738,7.769256308,7.801654416,7.911120642,6.871145788,7.857222299,7.321342179,7.798686172,6.967045909,7.71399308,7.646780572,7.690871845,7.433636787,7.827289175,7.245534744
Adam10,5.678841896,5.87359916,5.692314328,5.734108179,5.542935482,5.67814554,5.692092865,5.255091968,5.209731547,5.623806554,6.158223986,6.456288205,5.757185005,5.921856459,5.251072387,6.021090445,5.154181675,5.628713009,5.463277246,5.529803451,5.557030111,5.377038311
Adam17,4.462284998,3.641285815,4.762764897,4.591544559,5.355441186,4.206483745,4.991917395,4.872277635,4.757216113,4.644685551,5.209572408,4.741725074,4.472885814,4.068219951,3.047353081,4.955602482,4.485468926,4.702259267,4.367658392,4.411320956,4.258731964,4.002304404
Adam23,4.462284998,3.875341429,3.89411593,4.045594184,3.647418746,3.525689529,3.076286579,4.122809418,1.804663645,2.859954861,4.638721061,1.948471605,4.211609673,2.369373484,2.440240046,2.255678738,5.306403629,6.035545508,5.521147597,5.162519943,5.817414916,6.009031922
Adamts1,5.534913545,5.359275011,5.936852609,5.985405385,5.404648189,6.200178409,3.712790546,6.428734224,5.920228338,5.787248924,4.583821633,6.325112205,4.112826886,5.274269287,6.978551191,6.224734213,5.353772878,5.06002183,5.463277246,3.445554571,3.693169672,3.412839399
Adamts5,5.416684325,3.979516106,5.086192952,5.471375667,4.740683721,5.467854162,4.762553989,5.255091968,4.239676365,5.062828825,4.405352173,3.673931352,4.624008971,4.952417966,5.925996275,5.428397257,4.097374823,3.838977715,4.090246198,3.808366941,3.441651392,4.419587897
Adamtsl4,3.882409289,5.761171546,4.609927818,5.200448323,5.66911918,3.857323664,5.279369826,5.46345105,5.87641194,5.677475209,5.135155756,3.93614039,5.054913104,5.067865656,3.047353081,4.850116471,6.354725553,6.939507405,7.108637014,6.330303912,5.894719355,6.447022252
Adamtsl5,3.47244071,4.552542462,3.00818356,4.431471934,2.440584855,5.101659137,4.41258887,3.994421857,4.980596039,5.38661718,2.42710632,3.673931352,4.824609178,4.68946033,3.94166812,3.869977924,5.64785514,5.397506087,5.731879612,5.899618205,5.198990914,5.510610733
Adarb1,3.47244071,4.076672438,4.345223994,4.431471934,5.251686577,3.64490757,4.331118661,4.797293935,4.168792015,4.132479623,3.326085626,4.808731913,4.550425269,4.455076358,3.94166812,2.553245613,2.976575554,4.225445805,5.205348672,4.26316196,3.572884791,4.326029573
Adcy2,6.869018015,7.723678544,7.22832288,7.148201851,7.349607718,7.134378127,7.170705684,7.785594629,7.51441295,7.668837614,7.752151931,7.005747215,7.445005799,7.826555532,7.826024123,7.23141375,6.550397079,6.129126233,6.389593331,6.631636161,6.641676891,6.355283479
Adcy4,3.47244071,3.875341429,5.573332112,4.34424182,5.196869963,4.422124133,4.56290408,4.240699416,4.168792015,4.346400422,4.047876135,4.67145383,4.112826886,4.175084546,3.94166812,3.757784526,1.371671746,1.371671746,2.135319246,1.371671746,1.371671746,1.371671746
Adcy6,3.758262607,4.410673645,4.137230398,5.097516697,4.815367332,4.775642062,4.632569424,4.634513394,4.307240435,4.411195515,5.314460419,4.872764222,4.30405998,4.952417966,4.740088558,5.273808035,4.097374823,4.435418855,4.367658392,3.576893918,4.541118774,4.326029573
Adcy9,5.534913545,5.10666787,5.397693262,5.429608761,6.0859504,5.499838461,5.625309534,5.197935486,5.407413337,5.102608715,6.158223986,5.156172011,5.546251049,5.321565096,5.821211225,4.736304858,5.444086196,5.397506087,5.274281034,5.948952607,5.458628493,5.0067929
Add1,6.569901191,6.785018503,6.985873623,6.680913717,6.145059186,6.961403968,5.692092865,5.255091968,6.083287192,6.087438086,6.176892167,6.155285714,6.505741824,6.148598806,6.023683266,6.889299511,6.775809612,6.035545508,6.450433048,6.631636161,6.53303672,6.490792926
Add3,4.813704698,6.075157222,5.766511877,4.986673129,6.039973222,6.109802494,5.404129634,5.917434154,5.736363417,5.215762348,6.100724775,7.154842362,6.227483846,5.274269287,5.585611188,7.409060242,5.792393089,5.864677402,6.259629872,5.76835472,5.619089835,5.915773357
Adgre5,6.838685258,6.785018503,6.468390154,6.569945057,5.452232064,6.612252846,6.379763382,5.76835694,5.8080864,6.164637708,6.301213769,6.497490596,6.318953885,7.13534042,6.201205451,7.11099666,6.258444556,6.428124066,6.189976647,6.60109923,6.380139501,6.205713852
Adgrf5,6.06684724,5.151961278,5.397693262,6.013949668,6.479547689,5.296344368,5.932031498,5.511156552,6.700917547,6.769697713,6.266772891,6.205881216,5.620042602,6.148598806,6.201205451,5.189822454,6.044156848,6.098602179,5.521147597,6.065377006,5.735732555,5.377038311
Adgrg1,4.813704698,4.681701026,5.301144654,5.663794331,5.628272056,5.259452523,4.991917395,5.011477698,5.78457271,6.390330521,4.839544029,6.180805253,5.941176112,5.61524155,6.023683266,4.850116471,6.307388092,5.751514072,5.958236032,6.019928358,5.619089835,5.467446234
Adgrl1,4.87477236,4.681701026,5.027049378,4.665378488,4.069726052,4.826973959,4.937903776,4.240699416,4.015633207,3.881222532,4.340594321,5.557839351,4.944351827,4.82692198,4.953445939,5.232426304,3.717496546,4.529956688,4.976269969,3.576893918,3.907279642,3.875955929
Adgrl2,4.68322075,4.253317193,4.68836933,5.386596534,4.954049872,3.857323664,4.331118661,4.451002368,4.094244105,4.748636477,3.5715735,4.872764222,4.472885814,4.175084546,4.294650838,3.974072463,3.981518109,3.979620845,3.746479132,4.182956258,3.907279642,4.668578083
Adgrl4,5.457180207,4.681701026,4.609927818,4.513727194,3.473845058,5.015780036,4.331118661,4.545673745,4.015633207,4.05349137,4.742624044,4.872764222,5.054913104,5.011296301,4.81476895,4.736304858,4.568124372,3.508380306,4.367658392,3.911518911,3.297274961,4.590260786
Adh5,6.727197819,6.922058231,6.768381724,6.880121468,6.946340131,6.567679583,6.672166107,6.445283195,6.855610045,6.888242155,6.991261974,6.782246381,6.404968678,6.967079395,6.96221663,6.928696363,6.722671602,6.904643672,6.769778524,6.505407491,6.415544432,6.447022252
Adhfe1,6.569901191,6.251976675,7.412910466,6.148768222,5.821840029,7.32497372,5.043981545,5.226796761,5.634824947,6.640533502,6.266772891,7.316107323,7.5335966,6.557022343,7.102968264,7.052752386,6.758313511,7.006804806,7.351290326,6.981418483,6.731511384,6.916966207
Adi1,6.727197819,6.446298369,6.616170989,6.223998762,6.309110877,5.499838461,6.533360054,6.802415832,5.993843799,6.087438086,6.383881963,6.155285714,7.141011908,5.652710039,6.750252236,6.902551693,6.181767741,6.904643672,6.450433048,6.69083677,6.564920453,6.282436104
Adipoq,1.371671746,2.258666846,2.410505381,4.431471934,4.578610645,5.561755311,4.991917395,3.697269657,4.094244105,3.881222532,5.015797717,6.687507137,5.343350889,2.953569083,2.440240046,5.100643839,4.568124372,6.051569932,5.958236032,2.753005697,3.693169672,3.584266797
Adipor1,8.343520012,8.310253121,8.587342887,8.082043885,8.209025306,7.896157991,8.139859105,7.959023828,8.227287429,8.508657664,8.247711839,8.235996798,8.210676106,8.081360954,8.501874036,7.652044892,7.806274583,7.924219144,7.734336115,8.037275488,8.131359923,7.752066247
Adipor2,7.283574948,6.922058231,7.267178196,6.895544252,6.912717872,7.061239616,7.135144111,7.179845463,6.832864337,7.203853382,6.915473913,7.075432993,7.102913849,6.826607887,7.284727546,7.177921177,6.99332672,6.973548472,6.769778524,7.037230267,7.320677651,7.180199325
Adk,5.195168206,5.470721589,5.250334047,4.665378488,6.229415607,5.101659137,5.363730031,6.395309929,6.176568963,6.201741697,5.735537987,5.757603317,6.340943118,6.537124538,6.610506647,6.224734213,7.101353516,7.162475535,7.269234559,6.719550332,6.913403606,6.995031473
Adnp2,3.882409289,4.076672438,2.740076324,4.152161782,3.80233416,3.25288334,3.712790546,3.994421857,4.168792015,4.05349137,3.454044779,4.437426095,4.00677991,4.537508414,4.578023067,4.794332673,4.304432686,3.508380306,4.703822401,4.545671673,3.907279642,4.326029573
Ado,5.534913545,5.900388524,5.4881839,6.174283445,6.256472814,5.401676334,6.184838706,6.08442733,6.083287192,6.357824755,6.462068796,5.255589543,5.690242783,5.7248483,4.661330325,5.499893508,5.892022513,5.864677402,6.189976647,5.996655602,6.343843797,6.038824924
Adprh,5.712687236,5.926689492,6.352721211,6.174283445,5.139887991,5.531129025,6.569333538,5.986567715,6.378540003,6.164637708,6.081037586,5.902689403,5.969682926,5.367359498,5.139277408,5.568013261,5.954814117,6.217004818,5.871906941,6.292580335,6.082649449,6.124681228
Adprhl1,5.809705031,7.08272267,6.922376011,7.500595457,7.504345128,7.279633072,5.755921042,6.956824248,6.750305679,7.477865995,6.249239141,4.872764222,5.789526221,7.332929559,7.469431788,5.464588233,5.792393089,5.935470993,5.521147597,6.1937162,6.325347675,6.424628634
Adprs,4.87477236,4.681701026,4.438959657,3.668541594,4.740683721,3.857323664,4.632569424,4.122809418,4.168792015,4.411195515,4.526750171,4.519726227,3.631909146,3.689920863,4.294650838,4.32846284,4.397788606,4.529956688,4.367658392,4.098027721,4.72168399,4.507446727
Adrb2,5.608671827,6.098481619,5.443647949,5.296522642,4.88637436,4.826973959,4.489703269,6.692909071,5.760669425,5.650890428,5.380375387,6.517658765,5.299107122,5.759608368,6.478907846,6.021090445,5.206727264,6.129126233,5.463277246,5.120074776,5.707444028,4.945197493
Adrm1,7.249393839,7.630746545,7.341883672,7.259668031,7.258859991,7.103485927,7.098683765,7.209067246,7.248311882,7.128778779,7.15085812,7.115683969,7.202354785,7.108624662,7.146990922,6.807123542,7.020440806,6.575711343,7.208885843,6.973095818,6.99559679,6.865191258
Adsl,7.75403556,8.218493215,8.10149944,7.781099639,7.903146617,7.602651102,7.686052758,8.035239739,7.968656395,7.623753771,7.460682673,7.582909171,7.652660293,7.683637185,7.868715109,7.049181813,7.817299935,7.928564196,7.631680341,7.611921563,7.700981878,7.752965259
Adss1,10.40512597,10.23980544,10.35204705,10.38610004,10.40544332,10.37621252,3.949577107,4.122809418,4.371781404,4.132479623,4.691607738,4.257242644,10.20868741,9.890646032,10.25359194,9.483490884,9.854667744,9.742930666,9.982909382,9.607941204,9.791516926,9.645293578
Adss2,4.923566234,4.892265673,4.986021845,5.551448111,4.443863837,5.473341763,4.331118661,5.097126755,3.917867494,4.697597062,3.326085626,5.531500185,4.963188151,4.496881052,4.294650838,5.584552238,4.68385431,5.346460756,5.095351342,4.835270768,5.071615104,5.094519336
Aebp1,3.622418372,4.253317193,4.137230398,5.200448323,3.942216125,5.43514467,4.881788998,4.545673745,4.168792015,4.132479623,4.201646476,4.67145383,4.390941013,3.952801774,4.186310415,5.353172245,4.568124372,4.334248956,4.891045601,2.959691519,4.003488975,3.412839399
Aebp2,5.958175695,6.027345731,5.766511877,5.699379581,6.359895807,5.75966283,5.189768695,5.46345105,4.938601647,4.411195515,5.135155756,5.156172011,5.789526221,6.067688476,6.085316552,6.326567571,5.25742611,5.751514072,5.402988203,5.84853685,5.278060465,5.422950345
Afap1l1,5.958175695,4.909775724,5.250334047,5.097516697,4.395998511,5.367413106,5.625309534,5.011477698,5.244617274,5.449669337,5.280338078,6.230528761,5.690242783,4.891034111,5.079953979,4.32846284,6.014986397,6.067418323,5.780081376,5.740605498,6.168166339,6.282436104
Afdn,5.840646706,5.639236451,5.936852609,5.801153754,5.542935482,6.170677713,6.379763382,6.205366195,6.15838889,6.357824755,6.64749997,5.302841901,6.340943118,6.475729558,5.079953979,5.464588233,6.044156848,6.272750888,6.592173362,6.109437521,5.735732555,6.205713852
Aff1,6.143295166,6.063352073,6.741038671,6.122793604,6.843027204,6.521685167,6.908169896,7.064668881,6.314307498,6.192554778,6.521703844,5.557839351,6.203680552,5.759608368,5.451612065,5.933423273,5.444086196,5.790229872,5.521147597,5.948952607,5.458628493,5.122614808
Aff4,7.316964928,6.785018503,6.922376011,7.055130212,7.324256987,7.261090156,7.239302452,7.165009575,6.995310268,7.351488716,6.996526059,7.576193792,7.089987596,7.378370244,7.398361865,6.979605854,7.030241751,7.117512236,6.990693085,7.198904523,6.483849692,6.932920853
Afg1l,4.613268578,4.253317193,4.244972264,4.802594113,3.473845058,4.422124133,3.42935998,3.522064715,3.424878207,3.969926702,3.781300727,4.808731913,5.427964816,5.225370277,5.542313109,4.162122166,5.444086196,5.06002183,5.205348672,5.24383822,5.198990914,5.632857495
Afg3l2,6.898726135,6.855164909,6.889547467,7.21118744,6.672704395,6.506021966,6.569333538,6.115625698,6.700917547,6.75728941,6.763201587,6.278595458,7.261195418,7.4005649,6.994702877,6.821148717,7.087408815,7.147642929,7.08963719,7.188672025,7.07712222,7.139528954
Aftph,4.989660443,5.23849314,5.301144654,5.865221434,5.708841567,5.531129025,5.555284069,5.728549833,5.58124366,5.677475209,5.697255813,5.871685468,5.386278088,4.952417966,5.585611188,5.812265303,5.892022513,5.711730587,5.731879612,5.623941869,5.991742288,5.280583863
Aga,6.393331841,6.66516776,6.655755476,6.680913717,7.162018651,6.303462267,6.137697596,6.493583243,6.281085984,6.483671692,7.06326664,6.435237172,6.653630725,6.454669906,6.282394847,6.224734213,6.740602621,7.24840464,7.269234559,6.705264984,6.756577919,6.746892153
Agap1,5.572263999,5.670699928,5.573332112,5.511967341,5.926627191,5.499838461,5.786806479,5.602080963,4.980596039,5.650890428,6.040838441,5.477745653,5.852111688,5.537252508,5.784520522,5.664517271,5.529077394,4.107762856,5.205348672,5.393894627,5.15776935,5.74554999
Agap3,5.332114144,4.552542462,4.900950414,4.513727194,4.490191965,4.826973959,4.823402951,4.872277635,4.804744872,4.644685551,5.015797717,4.519726227,4.472885814,5.122300316,4.395420563,4.794332673,5.206727264,4.435418855,4.235609909,5.357818219,4.475533212,5.377038311
Agbl5,5.678841896,5.54050674,5.92069558,5.450643356,5.080562532,5.546523435,4.41258887,3.697269657,4.239676365,3.685558343,4.272792533,4.350145515,5.299107122,5.517078231,5.874554877,5.145922097,3.855538603,4.225445805,3.928577685,4.26316196,3.572884791,4.419587897
Agfg1,6.118259945,5.990417701,5.086192952,5.999748121,6.256472814,6.140561162,5.724359913,6.146163656,6.15838889,6.183308982,6.040838441,6.651453402,5.343350889,5.55714856,6.039340187,6.56192095,5.721933444,6.067418323,6.17202491,5.936776263,5.944046281,6.0680151
Aggf1,5.043846313,4.961574651,5.027049378,4.802594113,5.49829648,4.924463437,4.303191315,4.017069662,3.560645209,3.926256257,4.384301773,4.334768137,4.885722465,4.759827724,4.81476895,5.499893508,5.154181675,5.397506087,4.976269969,5.357818219,5.278060465,5.671408055
Agl,10.24376728,10.02989205,10.05915492,10.44886228,9.89398911,10.07953432,10.08711273,10.78897189,10.26327675,10.21139522,10.18644666,9.779657743,9.947180064,9.571658319,9.523403175,9.472424934,9.95982374,10.08992005,10.13891422,9.839766638,9.789831536,9.763761142
Ago2,5.096070484,5.506036074,5.766511877,6.096342746,6.816000117,6.190411717,6.012630499,5.906772339,5.909398364,5.741869805,6.100724775,5.740543708,5.882414884,5.967174387,6.201205451,6.092213873,5.826373125,5.935470993,5.999537626,6.348802136,5.735732555,6.138506693
Ago3,3.47244071,3.198661826,3.601561341,3.805470524,5.018692524,4.206483745,4.654839971,5.076345039,3.932490782,4.891739941,3.781300727,4.597583751,4.472885814,2.690841487,3.473339605,3.503253236,3.564834972,4.618678735,4.367658392,2.753005697,3.907279642,4.225980678
Agpat1,6.013534441,6.188181795,6.173421823,5.699379581,5.355441186,5.75966283,5.625309534,5.602080963,5.660887361,5.91941816,6.351380885,5.705807115,6.129819454,5.937121152,5.746872293,5.60090376,5.609338978,5.628713009,6.420333874,6.109437521,6.104508575,5.74554999
Agpat3,6.743661845,7.248281481,7.329698317,7.500595457,6.860768011,7.461171509,6.798781532,6.753667839,6.821355575,6.806294864,6.620477876,7.242279119,7.063782362,7.422423276,7.336339627,7.648116313,7.208309263,6.850715595,7.127389864,7.450864017,7.141972911,6.995031473
Agpat5,4.87477236,4.681701026,4.96537717,4.251396128,4.740683721,4.826973959,4.199578418,3.777489534,3.932490782,3.519155308,3.829292475,4.808731913,5.206328438,5.225370277,5.251072387,4.32846284,3.717496546,4.435418855,4.367658392,4.608429072,3.907279642,4.225980678
Agps,4.201287462,4.74218801,5.197668398,4.251396128,4.740683721,4.206483745,4.15292432,4.349679511,4.78117621,4.132479623,4.201646476,4.157942973,4.00677991,4.455076358,4.489608898,4.794332673,5.04297525,4.334248956,4.090246198,4.411320956,4.749697352,4.590260786
Agt,3.882409289,4.74218801,6.173421823,4.591544559,7.011321472,5.621123838,5.363730031,6.811970842,4.549701013,8.035422314,5.561773476,7.005747215,5.343350889,2.690841487,5.079953979,5.499893508,3.981518109,4.927364131,4.090246198,3.576893918,3.693169672,3.218260367
Agtpbp1,6.693695152,6.390699749,6.200441137,6.341271728,6.946340131,6.474175983,6.338665766,6.205366195,5.983554503,6.067474986,6.120146923,6.370175844,6.179477926,6.475729558,5.991850263,5.568013261,6.233335714,6.245147091,5.958236032,5.593239891,6.015011718,5.632857495
Ahctf1,4.813704698,5.151961278,4.96537717,5.097516697,5.251686577,4.72241615,4.15292432,5.602080963,4.757216113,5.449669337,4.526750171,5.348595566,4.211609673,4.175084546,4.395420563,5.189822454,5.399636128,5.446806885,4.703822401,4.726303758,4.258731964,4.945197493
