,AZ_F1_11_a,AZ_F1_203_a,AZ_F1_203_e,AZ_F1_203_f,AZ_F1_3_f,AZ_F1_7_d,LN_F1_121_d,LN_F1_201_b,LN_F1_201_k,LN_F1_201_n,LN_F1_202_b,LN_F1_202_k,LS_F1_202_g,LS_F1_202_k,LS_F1_206_e,LS_F1_206_n,LS_F1_207_c,LS_F1_208_b,PO_006,PO_045,PO_051,PO_14,PO_19,PO_48,X
Actl6a,4.870044562,5.152499244,5.077471249,4.995130512,5.002982867,4.862231199,3.688770616,4.113368393,3.835388824,4.786225666,4.280307112,4.513445201,5.22118875,3.496346654,4.642728899,4.507990544,4.392622838,4.413259279,4.848326163,3.896495699,4.287715101,4.611252726,4.262196895,4.358376489,Actl6a
Actn2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,9.723261083,9.996826824,9.980020124,10.39186757,10.88307529,10.39445786,10.09899669,9.501691224,10.31435201,10.57967907,10.3550028,9.430064562,10.35952096,9.804387842,10.11683494,10.306239,9.891892996,10.60953355,Actn2
Actn3,11.45333224,11.92202116,12.02338856,11.94206712,11.62709538,11.60459998,12.59361836,12.51979134,12.65917682,12.28082201,12.13570979,12.10539929,12.28722559,12.61069134,11.87412128,11.79400146,12.19815309,12.05373302,12.1264049,12.18429704,12.20356333,11.94875351,12.25105832,12.08428254,Actn3
Actr10,5.916732708,5.857660737,6.398125614,6.052985048,6.241633676,5.893269811,5.646530792,6.068661998,6.462789681,5.659893242,6.188951343,6.388376329,6.483208921,6.345818592,5.990896455,6.083174936,5.967508649,6.025097099,5.676456925,6.534652621,6.026128495,6.093107357,6.067953715,6.083218661,Actr10
Actr1a,6.956861641,7.171172729,6.834003095,6.992352386,6.828402079,6.938599589,5.888492631,6.316676673,6.046470407,6.446479357,5.415224177,6.157576954,6.386583128,5.893482465,6.268068566,6.333928584,6.307480757,6.131972769,6.146717947,6.087099251,6.391663372,6.381918416,6.295364238,6.477570302,Actr1a
Actr1b,4.447760679,5.103825759,4.718529288,4.967188695,5.653958077,5.146028263,6.095642517,5.866945329,6.076322428,6.404044513,6.160825166,6.748850538,5.055078353,4.158041976,5.378329307,5.717811967,5.761835405,5.628613269,6.58217972,6.147549627,6.523809027,6.494722392,6.333119164,6.678552276,Actr1b
Actr2,6.990927679,6.982139269,6.588542419,6.577623832,6.637790719,6.846481029,6.272886032,6.323200702,6.488994774,6.540959342,6.709401085,6.853540416,6.124274578,6.166911576,6.173945375,6.194567331,6.073621308,7.001470485,5.976540876,6.582952067,6.451893666,5.683524232,6.144271632,5.773626856,Actr2
Actr3,5.215447375,4.861854958,5.39047344,5.301624898,5.757738338,5.284938055,5.610971377,5.663862386,5.503568605,5.981816461,5.808728218,6.021178965,5.541487459,5.783110494,6.011126463,6.102605263,5.578763515,7.453592458,5.81757929,5.739780809,5.449322893,5.598153174,5.770606303,5.538758788,Actr3
Actr8,4.29252525,4.295594746,4.797817961,4.721729886,4.47381327,4.467945049,4.539890388,4.848146881,4.539586725,4.507919947,5.183238424,4.717370942,4.54799399,4.521064089,4.92452204,4.507990544,4.454717499,3.786150476,4.085896755,4.768494761,4.785818187,4.890380923,4.181706941,4.210514485,Actr8
Acvr1b,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.071604409,5.272614222,5.316124355,5.467251647,4.801288159,4.416376547,4.684316688,3.96931298,4.41874307,4.507990544,5.233909778,4.717791606,5.248072134,5.109717548,5.260159561,5.124159975,5.902021761,5.409081817,Acvr1b
Acvr2a,4.447760679,5.245180591,5.311618175,5.201087891,4.724652731,4.9236327,5.148026905,5.694683873,5.316124355,5.092864389,6.347082322,5.588072573,6.283018201,6.469767948,5.990896455,5.425507042,5.90215545,5.572788792,5.520018441,5.334378266,5.260159561,5.208004068,5.395628227,5.163117817,Acvr2a
Acvr2b,5.509986884,5.199584042,4.718529288,6.047658187,4.870519477,5.196654985,4.934485126,4.401881282,4.776236942,5.382364439,4.171744268,4.966278871,5.128622065,4.324913771,5.483428327,4.773444065,5.550605545,4.969111199,4.780975787,4.982741345,5.260159561,5.248166931,5.498897518,5.31566593,Acvr2b
Acyp1,7.307108028,7.098503796,7.61942636,7.325144609,7.420501948,7.165236025,5.843238261,5.427434291,5.920473143,4.922943902,7.324499193,6.388376329,7.606899659,7.156135343,6.486093537,7.954071883,7.476120841,6.301840663,4.710326616,4.982741345,5.191160582,5.166691024,4.937470404,5.31566593,Acyp1
Acyp2,7.621706055,7.682873754,7.709326476,7.577005875,8.105378212,7.292884242,7.590847887,7.400301041,7.509162487,7.755798985,8.306670083,6.935582034,7.942179288,8.165458497,7.756683717,7.777950197,7.900972923,6.847978676,7.706044358,7.635834767,7.677856169,7.440086471,7.835932721,7.232552042,Acyp2
Adam10,5.727647042,5.766786757,6.264941293,5.685597773,5.842578269,6.120042306,5.681234784,5.866945329,5.708084952,5.730281409,5.529619251,5.674569645,5.678398022,5.23089888,5.195952493,5.59970904,6.14748595,6.433045468,5.144700157,5.61688403,5.449322893,5.534620858,5.563852971,5.363129837,Adam10
Adam17,5.136688557,4.33829864,4.348957116,4.297001819,3.629307818,4.508587871,4.462196482,3.630125361,4.776236942,4.585919608,5.341963542,4.20013328,4.977583303,4.847885257,4.742901443,4.62009752,5.198053342,4.717791606,4.474898007,4.689373446,4.352345883,4.413525649,4.262196895,3.986362643,Adam17
Adam23,3.691291541,3.716820238,4.835885893,4.466259571,3.709053981,4.69621845,4.462196482,3.865039428,3.903582169,4.038455502,3.630935074,3.516717587,3.057334229,4.097834408,1.776872719,2.832929711,4.626414837,1.918631758,5.297107035,6.024004747,5.507240186,5.166691024,5.824617246,5.995575757,Adam23
Adamts1,5.253551677,4.947101505,5.077471249,5.04944123,4.724652731,5.548131291,5.537109958,5.352100039,5.953019004,5.981816461,5.39121496,6.19707699,3.696081671,6.404906155,5.907014438,5.763205492,4.571421951,6.301840663,5.344529956,5.047625944,5.449322893,3.443131281,3.69391283,3.395225217,Adamts1
Adamts5,3.989696104,4.570956638,4.545545052,3.883964219,4.278528499,4.338659205,5.418703994,3.969553487,5.100637335,5.467251647,4.726502177,5.464032972,4.747933322,5.23089888,4.224502822,5.038491307,4.392622838,3.648908198,4.085896755,3.824263042,4.07439213,3.808054218,3.440793713,4.404477722,Adamts5
Adamtsl4,6.145673214,5.565823751,6.566070099,6.358513656,6.294294694,6.731003328,3.880162452,5.754419122,4.622858517,5.195955391,5.655900344,3.849783435,5.265336111,5.439346146,5.863170659,5.653396134,5.123550868,3.911463618,6.34628691,6.928378457,7.09549468,6.336070145,5.902021761,6.433781482,Adamtsl4
Adamtsl5,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,3.468047492,4.544064598,3.010110407,4.425460974,2.418416579,5.097315255,4.397432816,3.96931298,4.966566763,5.362429433,2.406022361,3.648908198,5.638908707,5.385473197,5.71812806,5.904939498,5.205166254,5.496815031,Adamtsl5
Adarb1,3.989696104,4.707528267,4.545545052,4.466259571,3.455233179,4.508587871,3.468047492,4.067004931,4.357069508,4.425460974,5.238110164,3.636488737,4.31581817,4.772855933,4.153474932,4.107467127,3.310199413,4.78484354,2.96057105,4.211685854,5.191160582,4.264842232,3.572897347,4.310753327,Adarb1
Adcy2,6.562948162,6.65056177,7.059884354,6.799839721,6.677981014,6.120042306,6.872462501,7.7179035,7.24575583,7.145304396,7.337121797,7.131795287,7.157666643,7.761943708,7.501792761,7.645122636,7.741975206,6.982600322,6.542060279,6.117641032,6.376204535,6.63764343,6.649713844,6.342002844,Adcy2
Adcy4,3.989696104,3.954975638,4.23961017,5.152288917,3.629307818,4.862231199,3.468047492,3.865039428,5.588884467,4.338001718,5.183238424,4.416376547,4.54799399,4.215837255,4.153474932,4.321583675,4.034349887,4.647470763,1.338428307,1.338428307,2.110529229,1.338428307,1.338428307,1.338428307,Adcy4
Adcy6,3.771875423,4.110891307,3.317020208,4.543981044,4.645788032,4.426123986,3.755429214,4.401881282,4.148071243,5.092864389,4.801288159,4.77070677,4.617764911,4.609967793,4.292197284,4.386432551,5.303055033,4.848917027,4.085896755,4.42207966,4.352345883,3.575296955,4.545590502,4.310753327,Adcy6
Adcy9,6.585419159,6.286262704,6.588542419,6.623100116,6.21456434,6.614809784,5.537109958,5.099160249,5.412888587,5.425432291,6.072998912,5.496056926,5.611566219,5.173715896,5.393820395,5.07829146,6.14748595,5.132486632,5.434940843,5.385473197,5.260159561,5.954331864,5.465289119,4.992511252,Adcy9
Add1,6.204925129,6.391395916,6.055052081,6.501741769,6.369848565,6.383078311,6.57315672,6.778934283,7.003146541,6.67780281,6.132139732,6.958748616,5.678398022,5.23089888,6.070168181,6.063479344,6.166164925,6.131972769,6.767574223,6.024004747,6.437070184,6.63764343,6.54098899,6.477570302,Add1
Add3,5.196303081,5.152499244,5.311618175,5.615323096,5.571016604,5.76494467,4.814558332,6.068661998,5.782409761,4.981835966,6.026995893,6.106630728,5.390208764,5.893482465,5.723028824,5.191499766,6.089952604,7.131715769,5.783571644,5.853025407,6.246181877,5.773511766,5.626009458,5.902262255,Add3
Adgre5,5.412811534,5.529429716,6.02241057,5.615323096,5.693706612,5.953391262,6.842112319,6.778934283,6.485216625,6.56677246,5.438840366,6.609421754,6.366456374,5.744360152,5.794800726,6.140698043,6.29055495,6.47425638,6.249950494,6.41679404,6.176494659,6.607084303,6.38796124,6.192362531,Adgre5
Adgrf5,6.019327853,6.049780678,6.236762789,6.15062863,5.877513879,6.696237757,6.069681667,5.144517672,5.412888587,6.010385231,6.466786726,5.292294846,5.918493398,5.487070108,6.688074672,6.745876926,6.256095704,6.182581119,6.035525316,6.087099251,5.507240186,6.070885436,5.742823143,5.363129837,Adgrf5
Adgrg1,6.469391546,5.828000897,5.847111088,6.047658187,5.944945198,7.066607664,4.814558332,4.673483745,5.316124355,5.659893242,5.615022621,5.255350233,4.977583303,4.987163973,5.771271266,6.366441113,4.827550874,6.157498844,6.298922665,5.739780809,5.944628367,6.025387601,5.626009458,5.453615225,Adgrg1
Adgrl1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.875767514,4.673483745,5.04133189,4.659917623,4.054342423,4.822140891,4.923506244,4.215837255,3.999980761,3.855939762,4.327734902,5.534335111,3.704859078,4.516787806,4.961836145,3.575296955,3.909180947,3.859711011,Adgrl1
Adgrl2,4.346147907,4.42009171,3.850840237,4.938695,4.169986464,4.660593896,4.683751104,4.244137751,4.701585051,5.382364439,4.940147278,3.849783435,4.31581817,4.426319966,4.078768243,4.724117665,3.556625784,4.848917027,3.9697183,3.965283607,3.729791678,4.18432926,3.909180947,4.653860748,Adgrl2
Adgrl4,3.081572882,3.075290169,3.850840237,3.998826378,4.645788032,4.730984481,5.459262055,4.673483745,4.622858517,4.507919947,3.456806868,5.011293111,4.31581817,4.521064089,3.999980761,4.028398929,4.73048524,4.848917027,4.557717041,3.492618638,4.352345883,3.911715068,3.295363154,4.575427126,Adgrl4
Adh5,6.904205151,6.598811532,6.815069831,6.358513656,6.553886836,6.624087641,6.730557588,6.916032593,6.785486294,6.877110064,6.933747055,6.564822835,6.65897559,6.421458441,6.842819706,6.864439365,6.980892155,6.759064842,6.714413715,6.893503163,6.7565352,6.511319882,6.42339764,6.433781482,Adh5
Adhfe1,6.145673214,5.492093777,5.465241068,5.615323096,4.870519477,5.50860253,6.57315672,6.245603456,7.430448432,6.145313104,5.808728218,7.322461326,5.029706393,5.202590684,5.621416801,6.616691347,6.256095704,7.293000449,6.750070805,6.995697398,7.338207041,6.987649128,6.739613699,6.90389423,Adhfe1
Adi1,7.064756684,7.539262448,7.482141138,7.257541219,7.360026997,7.202873802,6.730557588,6.440043052,6.633141688,6.220600345,6.296273748,5.496056926,6.520117176,6.77865408,5.980674069,6.063479344,6.373265482,6.131972769,6.17322682,6.893503163,6.437070184,6.696885755,6.57289824,6.269121957,Adi1
Adipor1,8.339172434,7.984540275,7.762968909,7.683876929,8.105378212,7.764953874,8.347489386,8.30459073,8.605309284,8.07941231,8.196688498,7.893808655,8.126999558,7.935385758,8.214781852,8.484996665,8.237615931,8.212968528,7.798345247,7.913323974,7.721327999,8.043928571,8.140093886,7.739186887,Adipor1
Adipor2,7.360201199,7.262699204,7.414569665,7.291738857,7.335108902,7.221330765,7.287224241,6.916032593,7.284634382,6.892539993,6.900114435,7.058627174,7.122095912,7.156135343,6.820066623,7.180091883,6.905078682,7.05229585,6.985175252,6.962430546,6.7565352,7.043491804,7.329121005,7.167200453,Adipor2
Adk,5.665726096,4.890833769,5.513016706,5.271324435,5.436914762,5.093560145,5.196815012,5.463675826,5.265194327,4.659917623,6.216539653,5.097315255,5.349773684,6.371475048,6.163499601,6.177810844,5.72451413,5.73417203,7.093239251,7.151414266,7.256132407,6.725618941,6.921626422,6.981982585,Adk
Ado,6.692805963,6.100279966,6.264941293,6.42164584,5.977514643,6.245573988,5.537109958,5.893757073,5.503568605,6.17084789,6.243610283,5.397770246,6.171439833,6.060520922,6.070168181,6.333928584,6.451490186,5.231953801,5.883280209,5.853025407,6.176494659,6.002089051,6.351632463,6.025385573,Ado
Adprh,6.671958562,6.431393861,6.292579945,6.22330327,6.294294694,6.011107182,5.715123545,5.920079613,6.369424013,6.17084789,5.126196884,5.527385442,6.556104718,5.96263541,6.365567741,6.140698043,6.070253411,5.879305112,5.946118954,6.205568608,5.858247046,6.298312688,6.090173883,6.111288436,Adprh
Adprhl1,6.469391546,5.66980162,5.883916478,6.336840378,6.553886836,6.748076915,5.8122603,7.076758987,6.939602376,7.497818923,7.491892997,7.277104754,5.742270474,6.933085263,6.737480193,7.454133704,6.238552432,4.848917027,5.783571644,5.923866689,5.507240186,6.199355438,6.333119164,6.411378366,Adprhl1
Adprs,5.844044511,5.970554307,5.770557696,6.100061886,5.806775636,5.586605814,4.875767514,4.673483745,4.451212505,3.659966383,4.726502177,3.849783435,4.617764911,4.097834408,4.153474932,4.386432551,4.51424948,4.495627456,4.387033578,4.516787806,4.352345883,4.099056113,4.726703245,4.492482985,Adprs
Adrb2,6.051966571,5.373913061,5.311618175,5.847625236,5.693706612,5.426139508,5.610971377,6.092003358,5.458940935,5.292168536,4.87238772,4.822140891,4.474676602,6.669129631,5.747351683,5.626802305,5.369037323,6.494428632,5.197311799,6.117641032,5.449322893,5.124159975,5.714494415,4.93084392,Adrb2
Adrm1,7.072731463,7.229053543,6.871140127,7.325144609,7.372326488,7.146042398,7.253028382,7.624949064,7.359382813,7.256812064,7.246352499,7.100890767,7.085625941,7.185360587,7.235632147,7.105008261,7.14053764,7.092552245,7.012298939,6.564446835,7.195769114,6.979321754,7.003869266,6.852103265,Adrm1
Adsl,8.261061133,8.199575119,8.365312713,8.346630469,8.391803139,8.333043555,7.75785603,8.212816079,8.119329383,7.778400325,7.890766564,7.600226032,7.673123932,8.011606845,7.956115606,7.60003491,7.450443707,7.559830448,7.809372834,7.917669745,7.618653995,7.618440404,7.709581888,7.740086052,Adsl
Adss1,10.46854921,10.38994251,10.47477027,10.49319114,10.31041628,10.49224376,10.40931967,10.23430864,10.37025392,10.38370135,10.39324967,10.37413867,3.933479984,4.097834408,4.356857225,4.107467127,4.67938824,4.232912568,9.846960932,9.732206588,9.970096423,9.614853942,9.800514298,9.632593743,Adss1
Adss2,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.924670227,4.884426154,5.000188095,5.54742049,4.429218668,5.46952744,4.31581817,5.072857784,3.901981544,4.673044888,3.310199413,5.507985549,4.673660805,5.334378266,5.081050125,4.838709308,5.0775184,5.080334961,Adss2
Aebp1,4.346147907,4.42009171,3.693871821,4.204292617,5.002982867,4.039091312,3.61888228,4.244137751,4.148071243,5.195955391,3.926533666,5.431282005,4.867322992,4.521064089,4.153474932,4.107467127,4.188487389,4.647470763,4.557717041,4.320714681,4.876509916,2.953459615,4.005857019,3.395225217,Aebp1
Aebp2,6.753599393,6.800575788,6.632463432,6.831181112,6.464800332,6.624087641,5.960898191,6.020814865,5.782409761,5.695516558,6.347082322,5.756172801,5.175647692,5.439346146,4.92452204,4.386432551,5.123550868,5.132486632,5.248072134,5.739780809,5.3889829,5.853795998,5.284392963,5.409081817,Aebp2
Afap1l1,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,5.960898191,4.901965201,5.265194327,5.092864389,4.381269219,5.363461507,5.611566219,4.987163973,5.230872946,5.425507042,5.268896614,6.207234763,6.006334522,6.055896891,5.766362385,5.745725864,6.175782609,6.269121957,Afap1l1
Afdn,5.806279263,5.735177303,5.847111088,6.15062863,5.340046223,6.696237757,5.843238261,5.632368033,5.953019004,5.79739455,5.529619251,6.167553814,6.366456374,6.181489457,6.145310102,6.333928584,6.637003378,5.279228577,6.035525316,6.261344243,6.578866832,6.114992178,5.742823143,6.192362531,Afdn
Aff1,6.115108984,6.563250443,6.086971377,5.993279022,5.549514156,6.687413867,6.146203426,6.056848159,6.758120222,6.119318212,6.830401506,6.518801101,6.895057617,7.04094441,6.301305818,6.168621764,6.51115277,5.534335111,5.434940843,5.778525133,5.507240186,5.954331864,5.465289119,5.108460355,Aff1
Aff4,6.671958562,6.489385413,6.588542419,6.314836534,6.697663958,6.315963735,7.320628295,6.778934283,6.939602376,7.052195572,7.311765175,7.258555179,7.226280449,7.14129767,6.982562767,7.327743641,6.986157956,7.553114423,7.02210331,7.106438147,6.977518257,7.205249084,6.49176147,6.919853698,Aff4
Afg1l,4.447760679,3.581167949,4.121290731,4.10521418,4.278528499,4.039091312,4.613613167,4.244137751,4.256351678,4.797416714,3.456806868,4.416376547,3.411773296,3.496346654,3.407539665,3.944744775,3.767037167,4.78484354,5.434940843,5.047625944,5.191160582,5.248166931,5.205166254,5.619156232,Afg1l
Afg3l2,7.08854998,6.563250443,6.496473304,6.831181112,6.658025814,6.764950806,6.902187336,6.84911137,6.906748947,7.208313822,6.660019541,6.503128397,6.556104718,6.091727184,6.688074672,6.733466653,6.752751077,6.255313056,7.079289902,7.136577475,7.0764898,7.195011602,7.085441234,7.12651964,Afg3l2
Aftph,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,4.990906104,5.231166377,5.316124355,5.861523924,5.695651668,5.527385442,5.541487459,5.704540193,5.567794561,5.653396134,5.686201689,5.848291528,5.883280209,5.699967204,5.71812806,5.628900059,5.999162933,5.266587207,Aftph
Aga,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,1.338428307,6.396455975,6.659027538,6.672762361,6.67780281,7.149486593,6.300436022,6.124274578,6.469767948,6.268068566,6.459800877,7.052919758,6.411989987,6.732352418,7.237366784,7.256132407,6.711323879,6.764697757,6.733765333,Aga
Agap1,4.998173364,4.974433259,4.634628296,4.967188695,5.034281919,5.011096835,5.574513299,5.663862386,5.588884467,5.507892858,5.913582523,5.496056926,5.773176642,5.578028056,4.966566763,5.626802305,6.03002924,5.454209203,5.520018441,4.093738822,5.191160582,5.398491844,5.16385927,5.731928971,Agap1
Agap3,4.674298347,4.379774751,4.121290731,4.879961645,4.225278019,4.338659205,5.333998185,4.544064598,4.914864762,4.507919947,4.475625597,4.822140891,4.808862811,4.847885257,4.790494685,4.62009752,5.004045577,4.495627456,5.197311799,4.42207966,4.2200526,5.362353414,4.479788419,5.363129837,Agap3
Agbl5,4.346147907,4.42009171,3.774489791,3.302993218,3.924829045,3.798075831,5.681234784,5.533536942,5.936837847,5.446493491,5.06680685,5.542798224,4.397432816,3.671801132,4.224502822,3.660029918,4.259790498,4.325902161,3.843358242,4.211685854,3.912356395,4.264842232,3.572897347,4.404477722,Agbl5
Agfg1,4.496003458,4.534693495,4.758718257,4.787119425,4.79942884,5.011096835,6.121144456,5.983858486,5.100637335,5.996171561,6.243610283,6.137413835,5.710687697,6.122272705,6.145310102,6.159373779,6.03002924,6.628248955,5.713052635,6.055896891,6.158533892,5.942141398,5.951409795,6.054591891,Agfg1
Aggf1,6.233662826,5.686425366,5.919806217,6.175262528,5.633665444,5.87783965,5.045203361,4.953847872,5.04133189,4.797416714,5.484943703,4.919814759,4.287839402,3.991985274,3.543757553,3.901025459,4.371530792,4.310510812,5.144700157,5.385473197,4.961836145,5.362353414,5.284392963,5.657734952,Aggf1
